id-mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_arma,uso_moto,barrio,comuna,latitud,longitud,cantidad
73771,2022,MARZO,VIERNES,2022-03-04,13.0,Robo,Robo total,NO,NO,VILLA SANTA RITA,11.0,-34.615445,-58.489072,1
62098,2022,JUNIO,LUNES,2022-06-27,6.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.596929,-58.42287,1
954168,2022,AGOSTO,SABADO,2022-08-13,16.0,Lesiones,Lesiones Dolosas,NO,NO,BARRACAS,4.0,-34.632061,-58.375874,1
1010480,2022,ENERO,SABADO,2022-01-29,23.0,Amenazas,Amenazas,NO,NO,PALERMO,14.0,-34.578168,-58.426535,1
83457,2022,ABRIL,DOMINGO,2022-04-10,8.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.62545,-58.416793,1
40344,2022,OCTUBRE,LUNES,2022-10-31,18.0,Hurto,Hurto total,NO,NO,SAN NICOLAS,1.0,-34.60786,-58.374886,1
82207,2022,NOVIEMBRE,DOMINGO,2022-11-13,7.0,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11.0,-34.605906,-58.486554,1
936352,2022,AGOSTO,MARTES,2022-08-30,16.0,Amenazas,Amenazas,NO,NO,NUEVA POMPEYA,4.0,-34.650814,-58.424476,1
75391,2022,SEPTIEMBRE,JUEVES,2022-09-01,8.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.629281,-58.418083,1
65054,2022,ABRIL,VIERNES,2022-04-01,9.0,Hurto,Hurto total,NO,NO,VILLA SOLDATI,8.0,-34.661949,-58.435425,1
86208,2022,MARZO,JUEVES,2022-03-17,14.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.576696,-58.437819,1
17032,2022,OCTUBRE,DOMINGO,2022-10-30,15.0,Hurto,Hurto total,NO,NO,SAN NICOLAS,1.0,-34.598817,-58.374754,1
23352,2022,ABRIL,DOMINGO,2022-04-03,18.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.566242,-58.463079,1
3324,2022,NOVIEMBRE,LUNES,2022-11-28,22.0,Robo,Robo total,NO,NO,BOEDO,5.0,-34.627778,-58.414578,1
6352,2022,AGOSTO,DOMINGO,2022-08-07,1.0,Hurto,Hurto total,NO,NO,AGRONOMIA,15.0,-34.597204,-58.489393,1
875487,2022,AGOSTO,LUNES,2022-08-22,15.0,Vialidad,Lesiones por siniestros viales,NO,NO,ALMAGRO,5.0,-34.607248,-58.42465399,1
47664,2022,AGOSTO,VIERNES,2022-08-19,8.0,Hurto,Hurto total,NO,NO,FLORES,7.0,-34.635498,-58.471448,1
986499,2022,JUNIO,MIERCOLES,2022-06-29,0.0,Amenazas,Amenazas,NO,NO,BALVANERA,3.0,-34.606511,-58.392795,1
982897,2022,MARZO,MIERCOLES,2022-03-30,3.0,Lesiones,Lesiones Dolosas,NO,NO,VILLA GRAL. MITRE,11.0,-34.609547,-58.472499,1
879129,2022,MAYO,LUNES,2022-05-16,7.0,Vialidad,Lesiones por siniestros viales,NO,NO,CABALLITO,6.0,-34.607487,-58.457704,1
56271,2022,OCTUBRE,MARTES,2022-10-11,23.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.565194,-58.460801,1
33559,2022,ABRIL,VIERNES,2022-04-29,9.0,Hurto,Hurto total,NO,NO,PARQUE AVELLANEDA,9.0,-34.645366,-58.466002,1
47046,2022,SEPTIEMBRE,VIERNES,2022-09-30,8.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.613694,-58.397513,1
6969,2022,AGOSTO,DOMINGO,2022-08-28,5.0,Robo,Robo total,NO,NO,SAN TELMO,1.0,-34.617358,-58.374336,1
54329,2022,NOVIEMBRE,MIERCOLES,2022-11-16,18.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.599668,-58.405853,1
38885,2022,ENERO,VIERNES,2022-01-07,16.0,Hurto,Hurto automotor,NO,NO,FLORES,7.0,-34.617059,-58.460871,1
87800,2022,NOVIEMBRE,MARTES,2022-11-08,14.0,Hurto,Hurto total,NO,NO,PUERTO MADERO,1.0,-34.617404,-58.361351,1
92914,2022,FEBRERO,MIERCOLES,2022-02-16,19.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.58344,-58.40615,1
43777,2022,NOVIEMBRE,LUNES,2022-11-14,15.0,Robo,Robo total,NO,NO,PARQUE PATRICIOS,4.0,-34.635914,-58.398911,1
22977,2022,ENERO,LUNES,2022-01-24,18.0,Hurto,Hurto total,NO,NO,VILLA LUGANO,8.0,-34.66686,-58.472856,1
48841,2022,MAYO,VIERNES,2022-05-27,19.0,Robo,Robo total,NO,NO,CABALLITO,6.0,-34.60905242,-58.44299539,1
12211,2022,ENERO,MIERCOLES,2022-01-05,11.0,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,10.0,-34.635802,-58.489489,1
98227,2022,FEBRERO,LUNES,2022-02-07,20.0,Robo,Robo total,SI,NO,FLORES,7.0,-34.64864,-58.440658,1
73044,2022,NOVIEMBRE,MARTES,2022-11-08,8.0,Robo,Robo total,NO,NO,VILLA CRESPO,15.0,-34.60146001,-58.44454247,1
76053,2022,ABRIL,JUEVES,2022-04-14,10.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.606545,-58.40595,1
95832,2022,OCTUBRE,VIERNES,2022-10-28,14.0,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7.0,-34.630968,-58.442034,1
19989,2022,ENERO,SABADO,2022-01-01,0.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.597256,-58.396217,1
14401,2022,FEBRERO,VIERNES,2022-02-18,21.0,Hurto,Hurto total,NO,NO,PUERTO MADERO,1.0,-34.608113,-58.366094,1
8505,2022,MAYO,SABADO,2022-05-28,23.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.605307,-58.409279,1
922376,2022,JUNIO,JUEVES,2022-06-23,17.0,Amenazas,Amenazas,NO,NO,VILLA LUGANO,8.0,-34.676484,-58.489352,1
77237,2022,JUNIO,SABADO,2022-06-11,12.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.605608,-58.402379,1
73969,2022,JULIO,JUEVES,2022-07-21,13.0,Robo,Robo total,SI,SI,FLORESTA,10.0,-34.631081,-58.476234,1
58538,2022,MAYO,VIERNES,2022-05-20,0.0,Robo,Robo total,SI,NO,RECOLETA,2.0,-34.591506,-58.398109,1
958040,2022,MARZO,MARTES,2022-03-01,5.0,Lesiones,Lesiones Dolosas,NO,NO,CONSTITUCION,1.0,-34.629105,-58.383094,1
68034,2022,ABRIL,JUEVES,2022-04-21,10.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.591573,-58.421751,1
58361,2022,DICIEMBRE,LUNES,2022-12-26,9.0,Hurto,Hurto total,NO,NO,MONSERRAT,1.0,-34.615234,-58.387459,1
83211,2022,OCTUBRE,DOMINGO,2022-10-16,13.0,Robo,Robo total,NO,NO,VILLA DEVOTO,11.0,-34.595239,-58.518855,1
13746,2022,MARZO,DOMINGO,2022-03-13,8.0,Robo,Robo total,NO,NO,PUERTO MADERO,1.0,-34.609719,-58.366363,1
934452,2022,OCTUBRE,LUNES,2022-10-03,21.0,Amenazas,Amenazas,NO,NO,NUEVA POMPEYA,4.0,-34.653267,-58.403586,1
949077,2022,ENERO,MIERCOLES,2022-01-05,14.0,Amenazas,Amenazas,NO,NO,VELEZ SARSFIELD,10.0,-34.636888,-58.485439,1
17630,2022,AGOSTO,DOMINGO,2022-08-28,17.0,Robo,Robo total,NO,NO,CABALLITO,6.0,-34.62206,-58.4278,1
89691,2022,JUNIO,MIERCOLES,2022-06-08,21.0,Robo,Robo total,NO,NO,ALMAGRO,5.0,-34.601907,-58.420787,1
1014128,2022,ABRIL,DOMINGO,2022-04-17,8.0,Lesiones,Lesiones Dolosas,NO,NO,PALERMO,14.0,-34.567268,-58.407866,1
921777,2022,DICIEMBRE,VIERNES,2022-12-09,0.0,Amenazas,Amenazas,NO,NO,VILLA LUGANO,8.0,-34.678207,-58.491602,1
847737,2022,NOVIEMBRE,SABADO,2022-11-26,8.0,Vialidad,Lesiones por siniestros viales,NO,NO,VILLA CRESPO,15.0,-34.599195,-58.435934,1
107993,2022,MARZO,DOMINGO,2022-03-20,14.0,Robo,Robo total,SI,NO,PARQUE AVELLANEDA,9.0,-34.657175,-58.47485,1
25481,2022,MARZO,LUNES,2022-03-21,2.0,Robo,Robo total,NO,NO,RETIRO,1.0,-34.592748,-58.375158,1
42388,2022,JULIO,VIERNES,2022-07-01,6.0,Hurto,Hurto total,NO,NO,CHACARITA,15.0,-34.583539,-58.451512,1
30017,2022,MARZO,VIERNES,2022-03-25,0.0,Robo,Robo total,NO,NO,MATADEROS,9.0,-34.661041,-58.515492,1
81150,2022,JULIO,SABADO,2022-07-16,9.0,Hurto,Hurto total,NO,NO,BOCA,4.0,-34.644464,-58.360708,1
1011129,2022,OCTUBRE,JUEVES,2022-10-06,19.0,Lesiones,Lesiones Dolosas,NO,NO,VILLA PUEYRREDON,12.0,-34.576577,-58.502635,1
30478,2022,FEBRERO,LUNES,2022-02-07,0.0,Robo,Robo total,NO,SI,COLEGIALES,13.0,-34.577967,-58.44941,1
85426,2022,ABRIL,LUNES,2022-04-04,18.0,Hurto,Hurto total,NO,NO,VILLA PUEYRREDON,12.0,-34.584321,-58.501316,1
93881,2022,SEPTIEMBRE,VIERNES,2022-09-30,16.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.594442,-58.402354,1
35743,2022,DICIEMBRE,VIERNES,2022-12-23,19.0,Robo,Robo total,NO,NO,VILLA SANTA RITA,11.0,-34.615868,-58.484487,1
108127,2022,ENERO,LUNES,2022-01-31,3.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.592569,-58.416016,1
29268,2022,JUNIO,JUEVES,2022-06-16,20.0,Robo,Robo total,NO,NO,VERSALLES,10.0,-34.62849885,-58.52975082,1
80737,2022,DICIEMBRE,MARTES,2022-12-06,6.0,Robo,Robo total,NO,NO,VILLA REAL,10.0,-34.620485,-58.517311,1
989820,2022,SEPTIEMBRE,MARTES,2022-09-20,0.0,Amenazas,Amenazas,NO,NO,SAN NICOLAS,1.0,-34.603716,-58.380444,1
43086,2022,DICIEMBRE,MIERCOLES,2022-12-14,20.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.618735,-58.405086,1
95938,2022,ABRIL,VIERNES,2022-04-22,17.0,Robo,Robo total,NO,NO,VILLA LUGANO,8.0,-34.678586,-58.465432,1
74424,2022,ENERO,MARTES,2022-01-18,10.0,Hurto,Hurto total,NO,NO,VILLA SOLDATI,8.0,-34.67686729,-58.45306786,1
107784,2022,NOVIEMBRE,DOMINGO,2022-11-20,20.0,Hurto,Hurto total,NO,NO,SAN NICOLAS,1.0,-34.604035,-58.380964,1
53456,2022,AGOSTO,SABADO,2022-08-27,13.0,Hurto,Hurto total,NO,NO,BELGRANO,13.0,-34.55235,-58.449913,1
58482,2022,JULIO,MARTES,2022-07-19,21.0,Robo,Robo total,NO,NO,MONSERRAT,1.0,-34.608255,-58.369346,1
85232,2022,ABRIL,MIERCOLES,2022-04-27,15.0,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11.0,-34.586767,-58.51149,1
74290,2022,JULIO,MIERCOLES,2022-07-27,9.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.55797245,-58.46029314,1
92694,2022,AGOSTO,MARTES,2022-08-09,15.0,Hurto,Hurto total,NO,NO,ALMAGRO,5.0,-34.614973,-58.427443,1
11373,2022,NOVIEMBRE,DOMINGO,2022-11-20,2.0,Hurto,Hurto total,NO,NO,CONSTITUCION,1.0,-34.619683,-58.377279,1
4763,2022,FEBRERO,JUEVES,2022-02-17,23.0,Robo,Robo total,SI,NO,PALERMO,14.0,-34.581312,-58.432339,1
57739,2022,DICIEMBRE,SABADO,2022-12-24,15.0,Robo,Robo total,SI,NO,FLORES,7.0,-34.634301,-58.463467,1
2258,2022,JULIO,MIERCOLES,2022-07-06,23.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.587212,-58.424675,1
46689,2022,ABRIL,MARTES,2022-04-12,2.0,Hurto,Hurto total,NO,NO,AGRONOMIA,15.0,-34.596479,-58.487023,1
75663,2022,JUNIO,LUNES,2022-06-27,8.0,Robo,Robo total,NO,NO,PATERNAL,15.0,-34.601462,-58.474216,1
75678,2022,SEPTIEMBRE,MARTES,2022-09-06,8.0,Robo,Robo total,NO,NO,LINIERS,9.0,-34.639252,-58.527708,1
46458,2022,JULIO,LUNES,2022-07-04,3.0,Robo,Robo total,NO,NO,VILLA CRESPO,15.0,-34.594228,-58.443531,1
69091,2022,JUNIO,LUNES,2022-06-13,7.0,Robo,Robo total,SI,NO,SAN CRISTOBAL,3.0,-34.622057,-58.407147,1
28033,2022,JULIO,MARTES,2022-07-19,15.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.604472,-58.393872,1
14249,2022,DICIEMBRE,DOMINGO,2022-12-04,10.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.604611,-58.401631,1
52513,2022,ABRIL,LUNES,2022-04-18,13.0,Hurto,Hurto total,NO,NO,RECOLETA,2.0,-34.592185,-58.406412,1
59085,2022,AGOSTO,MARTES,2022-08-16,15.0,Robo,Robo total,NO,NO,BOCA,4.0,-34.639962,-58.363186,1
101220,2022,FEBRERO,DOMINGO,2022-02-13,20.0,Robo,Robo total,SI,NO,BELGRANO,13.0,-34.549001,-58.436585,1
949366,2022,MAYO,DOMINGO,2022-05-01,19.0,Lesiones,Lesiones Dolosas,NO,NO,VELEZ SARSFIELD,10.0,-34.636602,-58.485884,1
105635,2022,OCTUBRE,DOMINGO,2022-10-02,16.0,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11.0,-34.604703,-58.492688,1
101160,2022,JUNIO,DOMINGO,2022-06-19,15.0,Hurto,Hurto total,NO,NO,VILLA URQUIZA,12.0,-34.562633,-58.487065,1
80415,2022,AGOSTO,JUEVES,2022-08-25,9.0,Hurto,Hurto total,NO,NO,VILLA RIACHUELO,8.0,-34.693892,-58.473497,1
96643,2022,MAYO,MIERCOLES,2022-05-04,21.0,Robo,Robo total,SI,NO,VILLA SANTA RITA,11.0,-34.61878,-58.47917,1
846858,2022,ABRIL,VIERNES,2022-04-01,13.0,Vialidad,Lesiones por siniestros viales,NO,NO,ALMAGRO,5.0,-34.611689,-58.415371,1
46456,2022,JUNIO,VIERNES,2022-06-24,10.0,Hurto,Hurto total,NO,NO,VILLA CRESPO,15.0,-34.596597,-58.426314,1
70518,2022,DICIEMBRE,MIERCOLES,2022-12-28,12.0,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7.0,-34.629026,-58.431994,1
93809,2022,JULIO,MIERCOLES,2022-07-20,15.0,Hurto,Hurto total,NO,NO,ALMAGRO,5.0,-34.603803,-58.415665,1
32940,2022,OCTUBRE,SABADO,2022-10-22,1.0,Hurto,Hurto total,NO,NO,FLORES,7.0,-34.636902,-58.469914,1
12777,2022,MARZO,VIERNES,2022-03-25,12.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.609697,-58.399109,1
74951,2022,DICIEMBRE,VIERNES,2022-12-23,11.0,Robo,Robo total,NO,NO,CHACARITA,15.0,-34.58926,-58.444705,1
869708,2022,MAYO,DOMINGO,2022-05-22,7.0,Vialidad,Lesiones por siniestros viales,NO,NO,RECOLETA,2.0,-34.569947,-58.399194,1
15806,2022,ABRIL,VIERNES,2022-04-08,19.0,Hurto,Hurto total,NO,NO,ALMAGRO,5.0,-34.602564,-58.427108,1
52130,2022,NOVIEMBRE,VIERNES,2022-11-04,9.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.648841,-58.456177,1
83974,2022,NOVIEMBRE,DOMINGO,2022-11-20,10.0,Robo,Robo total,NO,NO,SAAVEDRA,12.0,-34.54942648,-58.4690539,1
37017,2022,DICIEMBRE,VIERNES,2022-12-23,8.0,Hurto,Hurto total,NO,NO,VILLA LUGANO,8.0,-34.682855,-58.463857,1
24478,2022,ENERO,LUNES,2022-01-03,5.0,Robo,Robo total,SI,NO,BOCA,4.0,-34.63561427,-58.35528727,1
107280,2022,NOVIEMBRE,SABADO,2022-11-12,19.0,Hurto,Hurto total,NO,NO,VILLA LURO,10.0,-34.636851,-58.50223,1
47274,2022,FEBRERO,MARTES,2022-02-08,20.0,Hurto,Hurto automotor,NO,NO,VILLA CRESPO,15.0,-34.593317,-58.446221,1
6208,2022,ENERO,SABADO,2022-01-29,1.0,Hurto,Hurto automotor,NO,NO,NUÑEZ,13.0,-34.548164,-58.466522,1
27613,2022,NOVIEMBRE,MIERCOLES,2022-11-16,19.0,Hurto,Hurto total,NO,NO,BELGRANO,13.0,-34.562037,-58.456695,1
21192,2022,OCTUBRE,MARTES,2022-10-11,6.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.577538,-58.422197,1
973544,2022,MAYO,LUNES,2022-05-16,1.0,Lesiones,Lesiones Dolosas,NO,NO,BALVANERA,3.0,-34.617659,-58.409613,1
84860,2022,MARZO,MARTES,2022-03-08,19.0,Hurto,Hurto total,NO,NO,RECOLETA,2.0,-34.595727,-58.387163,1
64339,2022,NOVIEMBRE,MARTES,2022-11-15,10.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.633882,-58.462551,1
30620,2022,DICIEMBRE,SABADO,2022-12-03,5.0,Robo,Robo total,NO,SI,VILLA DEL PARQUE,11.0,-34.602452,-58.489123,1
77278,2022,JULIO,DOMINGO,2022-07-10,13.0,Hurto,Hurto total,NO,NO,MATADEROS,9.0,-34.665781,-58.500681,1
4943,2022,OCTUBRE,MIERCOLES,2022-10-19,0.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.63501077,-58.47080508,1
954719,2022,SEPTIEMBRE,JUEVES,2022-09-22,13.0,Amenazas,Amenazas,NO,NO,FLORESTA,10.0,-34.631526,-58.480784,1
46361,2022,MARZO,MIERCOLES,2022-03-30,14.0,Robo,Robo total,NO,NO,VILLA CRESPO,15.0,-34.596927,-58.432967,1
1017978,2022,AGOSTO,LUNES,2022-08-15,9.0,Amenazas,Amenazas,NO,NO,NUÑEZ,13.0,-34.551778,-58.463082,1
859646,2022,DICIEMBRE,MIERCOLES,2022-12-14,14.0,Vialidad,Lesiones por siniestros viales,NO,NO,SAN CRISTOBAL,3.0,-34.623778,-58.402176,1
104960,2022,JUNIO,DOMINGO,2022-06-26,16.0,Robo,Robo total,NO,NO,SAN CRISTOBAL,3.0,-34.61855,-58.398962,1
871637,2022,SEPTIEMBRE,MARTES,2022-09-20,7.0,Vialidad,Lesiones por siniestros viales,NO,NO,NUÑEZ,13.0,-34.534436,-58.461353,1
86599,2022,MAYO,VIERNES,2022-05-27,17.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.579469,-58.42456,1
105328,2022,DICIEMBRE,DOMINGO,2022-12-18,21.0,Robo,Robo total,NO,NO,BARRACAS,4.0,-34.627958,-58.373012,1
52835,2022,AGOSTO,MARTES,2022-08-16,6.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.594191,-58.412073,1
72794,2022,MARZO,JUEVES,2022-03-10,11.0,Hurto,Hurto total,NO,NO,VILLA CRESPO,15.0,-34.598598,-58.436946,1
83521,2022,SEPTIEMBRE,SABADO,2022-09-17,9.0,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7.0,-34.644147,-58.438897,1
9078,2022,JULIO,DOMINGO,2022-07-24,5.0,Hurto,Hurto total,NO,NO,CHACARITA,15.0,-34.589029,-58.442277,1
999580,2022,JUNIO,JUEVES,2022-06-09,15.0,Lesiones,Lesiones Dolosas,NO,NO,RETIRO,1.0,-34.593016,-58.387498,1
106025,2022,MARZO,DOMINGO,2022-03-27,16.0,Hurto,Hurto total,NO,NO,SAAVEDRA,12.0,-34.53999,-58.474928,1
878540,2022,FEBRERO,LUNES,2022-02-21,10.0,Vialidad,Lesiones por siniestros viales,NO,NO,VILLA URQUIZA,12.0,-34.562254,-58.483625,1
58934,2022,NOVIEMBRE,VIERNES,2022-11-11,22.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.598121,-58.40466,1
69134,2022,ENERO,LUNES,2022-01-24,11.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.635999,-58.467164,1
14877,2022,FEBRERO,MARTES,2022-02-15,16.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.61043744,-58.41002633,1
44046,2022,SEPTIEMBRE,LUNES,2022-09-26,14.0,Robo,Robo total,SI,SI,BOEDO,5.0,-34.623303,-58.424861,1
80453,2022,NOVIEMBRE,JUEVES,2022-11-24,8.0,Hurto,Hurto total,NO,NO,VILLA LUGANO,8.0,-34.689185,-58.461762,1
47496,2022,MARZO,MIERCOLES,2022-03-02,15.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.62876,-58.467448,1
99967,2022,SEPTIEMBRE,JUEVES,2022-09-15,21.0,Robo,Robo automotor,SI,NO,NUÑEZ,13.0,-34.542875,-58.470316,1
57665,2022,SEPTIEMBRE,DOMINGO,2022-09-04,0.0,Robo,Robo total,NO,NO,MONSERRAT,1.0,-34.617882,-58.387473,1
10151,2022,MAYO,SABADO,2022-05-28,23.0,Robo,Robo total,NO,NO,VILLA CRESPO,15.0,-34.599371,-58.445253,1
945335,2022,DICIEMBRE,LUNES,2022-12-05,10.0,Amenazas,Amenazas,NO,NO,NUEVA POMPEYA,4.0,-34.641139,-58.415271,1
75308,2022,JULIO,MARTES,2022-07-26,10.0,Hurto,Hurto total,NO,NO,VILLA LURO,10.0,-34.644122,-58.501072,1
1003919,2022,AGOSTO,JUEVES,2022-08-25,13.0,Lesiones,Lesiones Dolosas,NO,NO,PALERMO,14.0,-34.586789,-58.439102,1
84571,2022,JUNIO,MIERCOLES,2022-06-22,14.0,Hurto,Hurto total,NO,NO,LINIERS,9.0,-34.642264,-58.515506,1
109189,2022,ABRIL,VIERNES,2022-04-08,0.0,Robo,Robo total,NO,NO,FLORESTA,10.0,-34.638917,-58.476089,1
24848,2022,JULIO,DOMINGO,2022-07-24,22.0,Robo,Robo total,SI,NO,MONSERRAT,1.0,-34.613412,-58.374732,1
80497,2022,OCTUBRE,JUEVES,2022-10-20,9.0,Hurto,Hurto total,NO,NO,COLEGIALES,13.0,-34.571378,-58.454218,1
68916,2022,DICIEMBRE,VIERNES,2022-12-30,10.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.59634,-58.401613,1
104074,2022,MARZO,DOMINGO,2022-03-13,15.0,Robo,Robo total,NO,NO,ALMAGRO,5.0,-34.60389,-58.413193,1
24766,2022,ENERO,DOMINGO,2022-01-30,5.0,Hurto,Hurto total,NO,NO,PARQUE AVELLANEDA,9.0,-34.651403,-58.46877,1
100221,2022,FEBRERO,MIERCOLES,2022-02-02,1.0,Robo,Robo total,SI,NO,BALVANERA,3.0,-34.599594,-58.406595,1
24565,2022,DICIEMBRE,JUEVES,2022-12-29,2.0,Hurto,Hurto total,NO,NO,SAAVEDRA,12.0,-34.551136,-58.497681,1
857864,2022,DICIEMBRE,MARTES,2022-12-27,20.0,Vialidad,Lesiones por siniestros viales,NO,NO,RETIRO,1.0,-34.59832,-58.369521,1
95412,2022,MAYO,JUEVES,2022-05-26,20.0,Hurto,Hurto total,NO,NO,VILLA CRESPO,15.0,-34.599873,-58.438768,1
877478,2022,MAYO,DOMINGO,2022-05-15,0.0,Vialidad,Lesiones por siniestros viales,NO,NO,FLORESTA,10.0,-34.636992,-58.478544,1
22945,2022,FEBRERO,MARTES,2022-02-01,20.0,Robo,Robo total,SI,NO,CABALLITO,6.0,-34.620354,-58.429648,1
9065,2022,ABRIL,SABADO,2022-04-16,23.0,Robo,Robo total,NO,NO,CHACARITA,15.0,-34.591702,-58.447601,1
69226,2022,NOVIEMBRE,MARTES,2022-11-01,8.0,Robo,Robo total,NO,NO,SAN CRISTOBAL,3.0,-34.62193222,-58.40149848,1
108829,2022,AGOSTO,MARTES,2022-08-16,23.0,Hurto,Hurto total,NO,NO,NUÑEZ,13.0,-34.55157475,-58.47019394,1
19342,2022,ABRIL,SABADO,2022-04-30,4.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.588384,-58.430801,1
57052,2022,SEPTIEMBRE,DOMINGO,2022-09-11,22.0,Hurto,Hurto total,NO,NO,LINIERS,9.0,-34.633741,-58.519535,1
41964,2022,MAYO,LUNES,2022-05-30,21.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.588985,-58.432434,1
49677,2022,MARZO,JUEVES,2022-03-24,5.0,Hurto,Hurto total,NO,NO,SAN TELMO,1.0,-34.619138,-58.375875,1
19057,2022,OCTUBRE,DOMINGO,2022-10-02,1.0,Hurto,Hurto automotor,NO,NO,PALERMO,14.0,-34.59106394,-58.4285802,1
957077,2022,MARZO,MIERCOLES,2022-03-16,12.0,Amenazas,Amenazas,NO,NO,FLORES,7.0,-34.629781,-58.471435,1
31365,2022,JULIO,MARTES,2022-07-05,0.0,Hurto,Hurto total,NO,NO,SAN NICOLAS,1.0,-34.601064,-58.383152,1
25680,2022,JULIO,JUEVES,2022-07-21,7.0,Robo,Robo total,NO,NO,COLEGIALES,13.0,-34.573258,-58.448168,1
71591,2022,JUNIO,SABADO,2022-06-11,9.0,Hurto,Hurto total,NO,NO,MATADEROS,9.0,-34.662959,-58.517564,1
14226,2022,AGOSTO,SABADO,2022-08-27,10.0,Hurto,Hurto total,NO,NO,VILLA ORTUZAR,15.0,-34.582202,-58.466247,1
102592,2022,NOVIEMBRE,DOMINGO,2022-11-06,18.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.634904,-58.465709,1
985328,2022,MAYO,SABADO,2022-05-21,17.0,Amenazas,Amenazas,NO,NO,ALMAGRO,5.0,-34.607583,-58.417423,1
73745,2022,MARZO,SABADO,2022-03-26,13.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.635354,-58.46925,1
27790,2022,OCTUBRE,JUEVES,2022-10-13,21.0,Robo,Robo total,NO,NO,FLORESTA,10.0,-34.62586,-58.485224,1
64128,2022,JULIO,MIERCOLES,2022-07-13,8.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.635516,-58.467492,1
6719,2022,ABRIL,SABADO,2022-04-30,0.0,Robo,Robo total,NO,NO,RETIRO,1.0,-34.582747,-58.375619,1
25963,2022,AGOSTO,JUEVES,2022-08-04,7.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.582335,-58.420074,1
100361,2022,NOVIEMBRE,LUNES,2022-11-21,17.0,Robo,Robo total,NO,NO,MONSERRAT,1.0,-34.615439,-58.384487,1
13152,2022,FEBRERO,MIERCOLES,2022-02-09,11.0,Hurto,Hurto total,NO,NO,ALMAGRO,5.0,-34.605909,-58.42541,1
942859,2022,OCTUBRE,LUNES,2022-10-17,19.0,Lesiones,Lesiones Dolosas,NO,NO,FLORES,7.0,-34.643893,-58.454117,1
56660,2022,DICIEMBRE,MIERCOLES,2022-12-28,10.0,Hurto,Hurto total,NO,NO,NUÑEZ,13.0,-34.55317998,-58.47095549,1
71681,2022,NOVIEMBRE,VIERNES,2022-11-25,9.0,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7.0,-34.63185,-58.451701,1
86078,2022,JUNIO,MIERCOLES,2022-06-08,20.0,Hurto,Hurto total,NO,NO,COLEGIALES,13.0,-34.577858,-58.452321,1
38572,2022,NOVIEMBRE,MIERCOLES,2022-11-23,10.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.600882,-58.404502,1
109782,2022,AGOSTO,LUNES,2022-08-08,0.0,Hurto,Hurto total,NO,NO,CABALLITO,6.0,-34.62552,-58.449085,1
