id-mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_arma,uso_moto,barrio,comuna,latitud,longitud,cantidad
844049,2022,OCTUBRE,MIERCOLES,2022-10-12,8.0,Vialidad,Lesiones por siniestros viales,NO,NO,RETIRO,1.0,-34.590383,-58.370998,1
67448,2022,SEPTIEMBRE,MARTES,2022-09-06,8.0,Robo,Robo total,NO,NO,PARQUE PATRICIOS,4.0,-34.634894,-58.41059,1
13943,2022,FEBRERO,JUEVES,2022-02-03,6.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.578633,-58.423702,1
16750,2022,MAYO,MARTES,2022-05-24,17.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.625662,-58.417686,1
23910,2022,NOVIEMBRE,DOMINGO,2022-11-20,14.0,Robo,Robo total,NO,NO,CABALLITO,6.0,-34.624376,-58.440629,1
14192,2022,DICIEMBRE,SABADO,2022-12-31,7.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.555947,-58.450219,1
108499,2022,DICIEMBRE,MIERCOLES,2022-12-07,5.0,Robo,Robo total,NO,NO,PARQUE AVELLANEDA,9.0,-34.656144,-58.473755,1
12027,2022,JUNIO,MIERCOLES,2022-06-08,11.0,Hurto,Hurto total,NO,NO,RETIRO,1.0,-34.596259,-58.386016,1
64256,2022,NOVIEMBRE,JUEVES,2022-11-10,15.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.557413,-58.46236,1
55382,2022,NOVIEMBRE,DOMINGO,2022-11-06,18.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.629422,-58.420761,1
919854,2022,ENERO,VIERNES,2022-01-07,18.0,Lesiones,Lesiones Dolosas,NO,NO,VILLA LUGANO,8.0,-34.68631,-58.48314,1
10961,2022,ENERO,DOMINGO,2022-01-23,2.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.628292,-58.425957,1
47518,2022,OCTUBRE,JUEVES,2022-10-06,23.0,Hurto,Hurto total,NO,NO,LINIERS,9.0,-34.633653,-58.519508,1
106962,2022,MAYO,SABADO,2022-05-28,20.0,Robo,Robo total,NO,SI,VILLA DEVOTO,11.0,-34.61203,-58.51923,1
86823,2022,JUNIO,JUEVES,2022-06-30,16.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.638733,-58.465788,1
877806,2022,DICIEMBRE,MARTES,2022-12-13,19.0,Vialidad,Lesiones por siniestros viales,NO,NO,VELEZ SARSFIELD,10.0,-34.630539,-58.493578,1
35235,2022,JUNIO,MIERCOLES,2022-06-08,23.0,Robo,Robo total,NO,NO,VILLA URQUIZA,12.0,-34.570779,-58.48582,1
66380,2022,JUNIO,JUEVES,2022-06-02,13.0,Robo,Robo total,NO,SI,SAN NICOLAS,1.0,-34.601127,-58.376759,1
110339,2022,DICIEMBRE,JUEVES,2022-12-15,0.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.605451,-58.409823,1
49003,2022,NOVIEMBRE,VIERNES,2022-11-25,15.0,Robo,Robo total,NO,NO,BARRACAS,4.0,-34.634604,-58.382285,1
55820,2022,DICIEMBRE,JUEVES,2022-12-15,0.0,Hurto,Hurto total,NO,NO,FLORES,7.0,-34.630141,-58.456064,1
81701,2022,JULIO,SABADO,2022-07-30,7.0,Hurto,Hurto total,NO,NO,SAAVEDRA,12.0,-34.54729345,-58.49599341,1
80852,2022,ENERO,VIERNES,2022-01-28,8.0,Robo,Robo total,NO,NO,VILLA DEL PARQUE,11.0,-34.599254,-58.493457,1
73873,2022,MARZO,MIERCOLES,2022-03-23,13.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.632153,-58.468991,1
989561,2022,JUNIO,DOMINGO,2022-06-05,10.0,Lesiones,Lesiones Dolosas,NO,NO,BALVANERA,3.0,-34.603955,-58.410672,1
867668,2022,NOVIEMBRE,MARTES,2022-11-01,8.0,Vialidad,Lesiones por siniestros viales,NO,NO,VILLA SANTA RITA,11.0,-34.621178,-58.475497,1
986391,2022,NOVIEMBRE,MIERCOLES,2022-11-02,13.0,Amenazas,Amenazas,NO,NO,VILLA GRAL. MITRE,11.0,-34.606549,-58.467672,1
51816,2022,NOVIEMBRE,DOMINGO,2022-11-20,14.0,Robo,Robo total,SI,NO,BALVANERA,3.0,-34.604769,-58.398057,1
2519,2022,NOVIEMBRE,MARTES,2022-11-29,23.0,Hurto,Hurto total,NO,NO,CHACARITA,15.0,-34.590129,-58.445656,1
95040,2022,ENERO,VIERNES,2022-01-21,15.0,Hurto,Hurto total,NO,NO,ALMAGRO,5.0,-34.618285,-58.427939,1
71757,2022,ENERO,MIERCOLES,2022-01-19,8.0,Hurto,Hurto total,NO,NO,MONTE CASTRO,10.0,-34.619255,-58.498796,1
69199,2022,SEPTIEMBRE,LUNES,2022-09-26,9.0,Robo,Robo total,NO,NO,SAN CRISTOBAL,3.0,-34.621597,-58.394429,1
70533,2022,FEBRERO,MARTES,2022-02-01,13.0,Hurto,Hurto total,NO,NO,FLORES,7.0,-34.619829,-58.459627,1
60927,2022,JULIO,LUNES,2022-07-25,16.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.57322579,-58.43293644,1
105336,2022,ENERO,SABADO,2022-01-15,14.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.626769,-58.421445,1
41374,2022,NOVIEMBRE,VIERNES,2022-11-04,8.0,Robo,Robo total,NO,SI,PARQUE PATRICIOS,4.0,-34.63537,-58.395961,1
98537,2022,NOVIEMBRE,JUEVES,2022-11-17,10.0,Hurto,Hurto total,NO,NO,VILLA GRAL. MITRE,11.0,-34.614263,-58.467259,1
41401,2022,NOVIEMBRE,MIERCOLES,2022-11-23,1.0,Robo,Robo total,SI,NO,SAN CRISTOBAL,3.0,-34.628403,-58.3986,1
1658,2022,SEPTIEMBRE,MARTES,2022-09-06,5.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.58479,-58.4071,1
43809,2022,DICIEMBRE,MARTES,2022-12-20,14.0,Robo,Robo total,NO,NO,BOEDO,5.0,-34.627778,-58.414578,1
70137,2022,ENERO,MIERCOLES,2022-01-19,10.0,Robo,Robo total,NO,NO,ALMAGRO,5.0,-34.617693,-58.421555,1
92019,2022,JULIO,MIERCOLES,2022-07-27,20.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.607742,-58.406125,1
28334,2022,SEPTIEMBRE,MARTES,2022-09-06,20.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.585025,-58.399937,1
18101,2022,AGOSTO,MARTES,2022-08-09,0.0,Robo,Robo total,NO,NO,SAN NICOLAS,1.0,-34.605625,-58.382376,1
110351,2022,DICIEMBRE,JUEVES,2022-12-15,22.0,Robo,Robo total,NO,NO,CABALLITO,6.0,-34.623389,-58.448906,1
936154,2022,DICIEMBRE,JUEVES,2022-12-22,15.0,Amenazas,Amenazas,NO,NO,BARRACAS,4.0,-34.651002,-58.400127,1
7415,2022,DICIEMBRE,SABADO,2022-12-10,22.0,Robo,Robo automotor,SI,NO,NUEVA POMPEYA,4.0,-34.658363,-58.401734,1
20400,2022,SEPTIEMBRE,JUEVES,2022-09-22,7.0,Hurto,Hurto total,NO,NO,BOCA,4.0,-34.633014,-58.360048,1
18151,2022,AGOSTO,VIERNES,2022-08-12,3.0,Robo,Robo total,NO,NO,VILLA URQUIZA,12.0,-34.574135,-58.481635,1
38518,2022,DICIEMBRE,MARTES,2022-12-13,19.0,Hurto,Hurto total,NO,NO,RECOLETA,2.0,-34.588581,-58.394171,1
84107,2022,JUNIO,LUNES,2022-06-20,11.0,Robo,Robo total,NO,NO,ALMAGRO,5.0,-34.608661,-58.422057,1
84176,2022,FEBRERO,LUNES,2022-02-21,11.0,Hurto,Hurto automotor,NO,NO,NUEVA POMPEYA,4.0,-34.647026,-58.415342,1
86251,2022,JULIO,MIERCOLES,2022-07-20,19.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.56984848,-58.43268515,1
66742,2022,AGOSTO,JUEVES,2022-08-11,12.0,Hurto,Hurto total,NO,NO,RECOLETA,2.0,-34.593868,-58.393072,1
95604,2022,ENERO,JUEVES,2022-01-06,19.0,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7.0,-34.63008,-58.43906,1
88530,2022,ABRIL,MARTES,2022-04-05,14.0,Robo,Robo total,NO,NO,VILLA CRESPO,15.0,-34.605397,-58.442524,1
100605,2022,ABRIL,JUEVES,2022-04-14,14.0,Hurto,Hurto total,NO,NO,SAAVEDRA,12.0,-34.554504,-58.493152,1
69651,2022,ENERO,LUNES,2022-01-10,13.0,Robo,Robo total,NO,NO,BOCA,4.0,-34.628924,-58.365582,1
53507,2022,JUNIO,DOMINGO,2022-06-26,13.0,Hurto,Hurto total,NO,NO,VILLA GRAL. MITRE,11.0,-34.612483,-58.464629,1
31135,2022,SEPTIEMBRE,VIERNES,2022-09-23,17.0,Hurto,Hurto total,NO,NO,COLEGIALES,13.0,-34.570412,-58.451494,1
103176,2022,NOVIEMBRE,SABADO,2022-11-05,17.0,Robo,Robo total,NO,NO,RETIRO,1.0,-34.594639,-58.375613,1
984610,2022,DICIEMBRE,LUNES,2022-12-26,16.0,Amenazas,Amenazas,NO,NO,CABALLITO,6.0,-34.608344,-58.451366,1
82383,2022,OCTUBRE,DOMINGO,2022-10-30,11.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.583369,-58.413099,1
19845,2022,NOVIEMBRE,SABADO,2022-11-05,4.0,Hurto,Hurto total,NO,NO,MONSERRAT,1.0,-34.615798,-58.370317,1
58762,2022,JUNIO,LUNES,2022-06-13,8.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.589657,-58.421435,1
996650,2022,DICIEMBRE,MIERCOLES,2022-12-21,18.0,Amenazas,Amenazas,NO,NO,VILLA DEL PARQUE,11.0,-34.597225,-58.495103,1
72275,2022,MARZO,MIERCOLES,2022-03-09,8.0,Robo,Robo total,SI,SI,VILLA URQUIZA,12.0,-34.562197,-58.490042,1
109074,2022,MARZO,LUNES,2022-03-28,0.0,Hurto,Hurto total,NO,NO,MONSERRAT,1.0,-34.608534,-58.373568,1
67264,2022,DICIEMBRE,VIERNES,2022-12-02,9.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.611271,-58.405398,1
61374,2022,ABRIL,VIERNES,2022-04-01,8.0,Hurto,Hurto automotor,NO,NO,BELGRANO,13.0,-34.565027,-58.464186,1
55864,2022,ENERO,LUNES,2022-01-17,9.0,Hurto,Hurto total,NO,NO,LINIERS,9.0,-34.644571,-58.504896,1
9181,2022,NOVIEMBRE,DOMINGO,2022-11-06,5.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.594487,-58.402407,1
6474,2022,DICIEMBRE,SABADO,2022-12-17,0.0,Robo,Robo total,NO,NO,ALMAGRO,5.0,-34.612462,-58.415013,1
81064,2022,ENERO,LUNES,2022-01-17,8.0,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11.0,-34.587651,-58.512934,1
30792,2022,OCTUBRE,DOMINGO,2022-10-16,22.0,Robo,Robo total,NO,NO,ALMAGRO,5.0,-34.604495,-58.424343,1
94206,2022,OCTUBRE,JUEVES,2022-10-27,21.0,Hurto,Hurto total,NO,NO,SAN CRISTOBAL,3.0,-34.625419,-58.402721,1
30722,2022,DICIEMBRE,DOMINGO,2022-12-18,3.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.5852,-58.415996,1
32581,2022,MAYO,LUNES,2022-05-16,8.0,Hurto,Hurto total,NO,NO,FLORESTA,10.0,-34.632771,-58.4766,1
32112,2022,SEPTIEMBRE,MIERCOLES,2022-09-21,22.0,Hurto,Hurto total,NO,NO,CHACARITA,15.0,-34.59259727,-58.45342152,1
25334,2022,MARZO,MARTES,2022-03-29,21.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.594784,-58.401119,1
8477,2022,MARZO,SABADO,2022-03-19,0.0,Robo,Robo total,SI,NO,BALVANERA,3.0,-34.611567,-58.410239,1
17846,2022,FEBRERO,DOMINGO,2022-02-13,15.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.625082,-58.421742,1
22744,2022,ABRIL,MIERCOLES,2022-04-27,17.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.612261,-58.408696,1
33319,2022,ENERO,MIERCOLES,2022-01-05,8.0,Hurto,Hurto total,NO,NO,VILLA LUGANO,8.0,-34.685899,-58.462712,1
50373,2022,DICIEMBRE,MIERCOLES,2022-12-21,13.0,Hurto,Hurto total,NO,NO,SAN NICOLAS,1.0,-34.604843,-58.379534,1
29846,2022,MAYO,DOMINGO,2022-05-22,21.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.584471,-58.40055,1
39290,2022,AGOSTO,VIERNES,2022-08-19,15.0,Hurto,Hurto total,NO,NO,RETIRO,1.0,-34.595418,-58.383177,1
110270,2022,NOVIEMBRE,MIERCOLES,2022-11-23,0.0,Robo,Robo total,NO,SI,SAN TELMO,1.0,-34.619301,-58.367164,1
1011392,2022,SEPTIEMBRE,VIERNES,2022-09-02,9.0,Lesiones,Lesiones Dolosas,NO,NO,VILLA URQUIZA,12.0,-34.575742,-58.484217,1
67218,2022,NOVIEMBRE,MARTES,2022-11-01,11.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.610236,-58.40767,1
58877,2022,DICIEMBRE,SABADO,2022-12-10,6.0,Hurto,Hurto total,NO,NO,CHACARITA,15.0,-34.587526,-58.44868,1
93771,2022,JUNIO,MIERCOLES,2022-06-08,19.0,Hurto,Hurto total,NO,NO,RECOLETA,2.0,-34.597576,-58.400605,1
67476,2022,SEPTIEMBRE,MIERCOLES,2022-09-28,11.0,Robo,Robo total,NO,NO,PARQUE PATRICIOS,4.0,-34.635032,-58.400919,1
72801,2022,MARZO,MARTES,2022-03-29,9.0,Hurto,Hurto automotor,NO,NO,VILLA CRESPO,15.0,-34.593971,-58.436381,1
25818,2022,OCTUBRE,MIERCOLES,2022-10-19,7.0,Robo,Robo total,NO,NO,PATERNAL,15.0,-34.60186,-58.468913,1
54628,2022,MARZO,MIERCOLES,2022-03-09,18.0,Robo,Robo total,SI,NO,VILLA LUGANO,8.0,-34.675266,-58.467915,1
100313,2022,MARZO,MARTES,2022-03-01,20.0,Robo,Robo total,NO,NO,RETIRO,1.0,-34.597948,-58.382601,1
25785,2022,DICIEMBRE,LUNES,2022-12-19,11.0,Robo,Robo total,NO,NO,CONSTITUCION,1.0,-34.626937,-58.382237,1
36857,2022,MARZO,LUNES,2022-03-21,22.0,Hurto,Hurto total,NO,NO,SAAVEDRA,12.0,-34.558182,-58.499648,1
31511,2022,SEPTIEMBRE,JUEVES,2022-09-15,17.0,Hurto,Hurto total,NO,NO,FLORES,7.0,-34.629387,-58.46324,1
64570,2022,MARZO,MARTES,2022-03-22,7.0,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4.0,-34.637264,-58.390963,1
39506,2022,MAYO,LUNES,2022-05-16,22.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.604437,-58.392301,1
8068,2022,JUNIO,SABADO,2022-06-25,3.0,Hurto,Hurto total,NO,NO,MONSERRAT,1.0,-34.61642,-58.379579,1
38387,2022,JULIO,VIERNES,2022-07-29,20.0,Hurto,Hurto total,NO,NO,CONSTITUCION,1.0,-34.625382,-58.379168,1
108331,2022,OCTUBRE,VIERNES,2022-10-21,22.0,Robo,Robo total,NO,NO,VILLA LUGANO,8.0,-34.67798224,-58.46451653,1
106404,2022,AGOSTO,SABADO,2022-08-06,14.0,Hurto,Hurto total,NO,NO,VILLA CRESPO,15.0,-34.604334,-58.451774,1
81989,2022,OCTUBRE,SABADO,2022-10-29,13.0,Hurto,Hurto automotor,NO,NO,MATADEROS,9.0,-34.658576,-58.512975,1
938375,2022,FEBRERO,MARTES,2022-02-22,18.0,Amenazas,Amenazas,NO,NO,BARRACAS,4.0,-34.649072,-58.372777,1
92741,2022,SEPTIEMBRE,VIERNES,2022-09-16,19.0,Hurto,Hurto total,NO,NO,ALMAGRO,5.0,-34.603418,-58.419353,1
33936,2022,FEBRERO,LUNES,2022-02-14,13.0,Hurto,Hurto total,NO,NO,VILLA URQUIZA,12.0,-34.580073,-58.492226,1
106026,2022,MARZO,DOMINGO,2022-03-20,15.0,Hurto,Hurto total,NO,NO,SAAVEDRA,12.0,-34.555741,-58.489687,1
36397,2022,ENERO,MIERCOLES,2022-01-19,10.0,Robo,Robo total,SI,NO,BALVANERA,3.0,-34.608409,-58.405966,1
925114,2022,ABRIL,SABADO,2022-04-30,20.0,Lesiones,Lesiones Dolosas,NO,NO,VILLA LUGANO,8.0,-34.671152,-58.490711,1
96319,2022,MAYO,MARTES,2022-05-03,19.0,Hurto,Hurto total,NO,NO,VILLA RIACHUELO,8.0,-34.691253,-58.474928,1
951204,2022,OCTUBRE,VIERNES,2022-10-28,22.0,Lesiones,Lesiones Dolosas,NO,NO,BARRACAS,4.0,-34.63479,-58.387978,1
28426,2022,NOVIEMBRE,JUEVES,2022-11-10,17.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.610119,-58.405971,1
36671,2022,DICIEMBRE,LUNES,2022-12-26,4.0,Robo,Robo total,NO,NO,SAN CRISTOBAL,3.0,-34.621187,-58.406255,1
904988,2022,MARZO,SABADO,2022-03-05,5.0,Homicidios,Homicidios dolosos,NO,NO,SAN NICOLAS,1.0,-34.605325,-58.390548,1
49469,2022,ABRIL,VIERNES,2022-04-15,23.0,Hurto,Hurto automotor,NO,NO,VILLA DEVOTO,11.0,-34.610916,-58.510203,1
106156,2022,SEPTIEMBRE,SABADO,2022-09-10,19.0,Hurto,Hurto total,NO,NO,BELGRANO,13.0,-34.557155,-58.458011,1
64404,2022,DICIEMBRE,MIERCOLES,2022-12-28,9.0,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7.0,-34.638268,-58.446162,1
20482,2022,OCTUBRE,LUNES,2022-10-24,9.0,Robo,Robo total,NO,NO,VILLA DEL PARQUE,11.0,-34.609175,-58.488637,1
56793,2022,NOVIEMBRE,SABADO,2022-11-12,22.0,Robo,Robo total,NO,NO,PARQUE PATRICIOS,4.0,-34.631676,-58.396725,1
28156,2022,JUNIO,MARTES,2022-06-28,18.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.607985,-58.39204,1
81252,2022,MARZO,SABADO,2022-03-19,10.0,Robo,Robo total,NO,NO,BOCA,4.0,-34.632285,-58.358867,1
41780,2022,FEBRERO,MARTES,2022-02-15,14.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.5806284,-58.42426509,1
57458,2022,DICIEMBRE,VIERNES,2022-12-16,18.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.563733,-58.452321,1
40672,2022,JULIO,VIERNES,2022-07-29,22.0,Robo,Robo total,NO,NO,RECOLETA,2.0,-34.583079,-58.397318,1
986080,2022,ABRIL,DOMINGO,2022-04-10,5.0,Lesiones,Lesiones Dolosas,NO,NO,SAN NICOLAS,1.0,-34.606795,-58.390794,1
54590,2022,ENERO,MIERCOLES,2022-01-12,18.0,Robo,Robo automotor,NO,NO,PARQUE CHACABUCO,7.0,-34.63047878,-58.44577846,1
51103,2022,AGOSTO,MIERCOLES,2022-08-10,20.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.578419,-58.425713,1
65305,2022,ABRIL,MIERCOLES,2022-04-20,10.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.6335,-58.46076,1
843262,2022,SEPTIEMBRE,LUNES,2022-09-12,0.0,Vialidad,Lesiones por siniestros viales,NO,NO,SAN NICOLAS,1.0,-34.599511,-58.389504,1
22696,2022,NOVIEMBRE,MARTES,2022-11-22,20.0,Hurto,Hurto total,NO,NO,CONSTITUCION,1.0,-34.62907879,-58.38379939,1
91573,2022,SEPTIEMBRE,MARTES,2022-09-13,17.0,Hurto,Hurto total,NO,NO,RECOLETA,2.0,-34.595084,-58.410977,1
92304,2022,DICIEMBRE,MIERCOLES,2022-12-28,20.0,Hurto,Hurto total,NO,NO,BALVANERA,3.0,-34.59989439,-58.40468457,1
18871,2022,OCTUBRE,VIERNES,2022-10-07,23.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.571114,-58.430633,1
44319,2022,OCTUBRE,VIERNES,2022-10-21,22.0,Hurto,Hurto total,NO,NO,CABALLITO,6.0,-34.616159,-58.431638,1
896924,2022,SEPTIEMBRE,VIERNES,2022-09-30,12.0,Vialidad,Lesiones por siniestros viales,NO,NO,VILLA DEVOTO,11.0,-34.59926,-58.515681,1
851820,2022,MARZO,VIERNES,2022-03-04,20.0,Vialidad,Lesiones por siniestros viales,NO,NO,FLORES,7.0,-34.644128,-58.453675,1
53184,2022,NOVIEMBRE,SABADO,2022-11-26,10.0,Hurto,Hurto total,NO,NO,LINIERS,9.0,-34.650408,-58.515894,1
15878,2022,MARZO,VIERNES,2022-03-11,18.0,Hurto,Hurto total,NO,NO,PALERMO,14.0,-34.587358,-58.429186,1
49492,2022,OCTUBRE,LUNES,2022-10-10,17.0,Hurto,Hurto total,NO,NO,VILLA ORTUZAR,15.0,-34.578397,-58.462511,1
61638,2022,MARZO,MARTES,2022-03-15,9.0,Hurto,Hurto total,NO,NO,CABALLITO,6.0,-34.612369,-58.457845,1
902565,2022,MAYO,MARTES,2022-05-17,10.0,Vialidad,Lesiones por siniestros viales,NO,NO,BARRACAS,4.0,-34.633251,-58.375797,1
11925,2022,MAYO,JUEVES,2022-05-12,12.0,Hurto,Hurto total,NO,NO,VILLA URQUIZA,12.0,-34.565975,-58.482826,1
87977,2022,ABRIL,LUNES,2022-04-18,19.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.560401,-58.446695,1
76740,2022,NOVIEMBRE,SABADO,2022-11-12,13.0,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11.0,-34.601513,-58.491791,1
92916,2022,FEBRERO,MIERCOLES,2022-02-16,21.0,Robo,Robo total,NO,SI,PALERMO,14.0,-34.588976,-58.4203,1
1014891,2022,MAYO,LUNES,2022-05-30,22.0,Amenazas,Amenazas,NO,NO,BELGRANO,13.0,-34.564959,-58.467436,1
99738,2022,DICIEMBRE,LUNES,2022-12-05,19.0,Hurto,Hurto total,NO,NO,VILLA SOLDATI,8.0,-34.663423,-58.443444,1
886312,2022,DICIEMBRE,SABADO,2022-12-03,20.0,Vialidad,Lesiones por siniestros viales,NO,NO,BELGRANO,13.0,-34.554089,-58.455043,1
36547,2022,MARZO,MARTES,2022-03-22,3.0,Robo,Robo total,SI,NO,MATADEROS,9.0,-34.663414,-58.507053,1
86353,2022,MARZO,MARTES,2022-03-22,16.0,Hurto,Hurto total,NO,NO,VILLA RIACHUELO,8.0,-34.687938,-58.471228,1
869322,2022,MARZO,LUNES,2022-03-14,6.0,Vialidad,Lesiones por siniestros viales,NO,NO,BOCA,4.0,-34.638421,-58.36148,1
39454,2022,FEBRERO,JUEVES,2022-02-03,15.0,Hurto,Hurto total,NO,NO,MONSERRAT,1.0,-34.614503,-58.384422,1
103918,2022,ABRIL,SABADO,2022-04-09,14.0,Hurto,Hurto total,NO,NO,RECOLETA,2.0,-34.589863,-58.398612,1
89968,2022,JUNIO,MARTES,2022-06-21,20.0,Robo,Robo total,NO,SI,VILLA GRAL. MITRE,11.0,-34.610963,-58.464415,1
66611,2022,DICIEMBRE,MIERCOLES,2022-12-21,12.0,Robo,Robo total,NO,NO,SAN TELMO,1.0,-34.622659,-58.365945,1
54963,2022,DICIEMBRE,MIERCOLES,2022-12-28,20.0,Hurto,Hurto total,NO,NO,VILLA LURO,10.0,-34.6335,-58.507738,1
60154,2022,SEPTIEMBRE,JUEVES,2022-09-29,6.0,Robo,Robo total,NO,NO,BOEDO,5.0,-34.638701,-58.421189,1
37457,2022,FEBRERO,VIERNES,2022-02-11,11.0,Robo,Robo total,SI,NO,VILLA CRESPO,15.0,-34.604491,-58.458475,1
45765,2022,FEBRERO,VIERNES,2022-02-11,21.0,Robo,Robo total,NO,NO,BELGRANO,13.0,-34.557313,-58.453424,1
84089,2022,DICIEMBRE,MIERCOLES,2022-12-14,13.0,Hurto,Hurto total,NO,NO,BOEDO,5.0,-34.627555,-58.421193,1
952099,2022,AGOSTO,JUEVES,2022-08-25,11.0,Lesiones,Lesiones Dolosas,NO,NO,FLORES,7.0,-34.633937,-58.454839,1
10689,2022,JUNIO,DOMINGO,2022-06-19,1.0,Robo,Robo total,NO,NO,VILLA RIACHUELO,8.0,-34.693751,-58.465536,1
887193,2022,MARZO,MIERCOLES,2022-03-02,9.0,Vialidad,Lesiones por siniestros viales,NO,NO,MONSERRAT,1.0,-34.613038,-58.38049,1
1016540,2022,OCTUBRE,MARTES,2022-10-11,19.0,Amenazas,Amenazas,NO,NO,BELGRANO,13.0,-34.558033,-58.44988,1
30174,2022,SEPTIEMBRE,MIERCOLES,2022-09-14,22.0,Robo,Robo total,NO,NO,CABALLITO,6.0,-34.60864,-58.436217,1
99880,2022,AGOSTO,MARTES,2022-08-02,19.0,Hurto,Hurto automotor,NO,NO,MATADEROS,9.0,-34.659676,-58.505024,1
80248,2022,MAYO,MIERCOLES,2022-05-11,9.0,Hurto,Hurto total,NO,NO,VILLA SOLDATI,8.0,-34.665115,-58.439323,1
918517,2022,ENERO,MIERCOLES,2022-01-05,18.0,Lesiones,Lesiones Dolosas,NO,NO,VILLA DEVOTO,11.0,-34.612318,-58.52249,1
46854,2022,OCTUBRE,VIERNES,2022-10-21,14.0,Hurto,Hurto total,NO,NO,FLORES,7.0,-34.624171,-58.472563,1
153,2022,JULIO,VIERNES,2022-07-15,22.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.587153,-58.440668,1
72480,2022,JUNIO,JUEVES,2022-06-16,10.0,Robo,Robo total,SI,NO,VILLA URQUIZA,12.0,-34.578345,-58.482859,1
71068,2022,MARZO,JUEVES,2022-03-17,6.0,Hurto,Hurto total,NO,NO,VILLA LUGANO,8.0,-34.682081,-58.490743,1
79416,2022,FEBRERO,SABADO,2022-02-12,9.0,Robo,Robo total,NO,NO,PALERMO,14.0,-34.590201,-58.434366,1
94167,2022,AGOSTO,VIERNES,2022-08-19,16.0,Robo,Robo total,NO,SI,SAN CRISTOBAL,3.0,-34.621262,-58.409181,1
74906,2022,NOVIEMBRE,MIERCOLES,2022-11-09,6.0,Robo,Robo total,SI,NO,VILLA REAL,10.0,-34.619195,-58.530281,1
40467,2022,ABRIL,MARTES,2022-04-26,15.0,Robo,Robo total,NO,NO,SAN NICOLAS,1.0,-34.604035,-58.380964,1
4073,2022,NOVIEMBRE,MARTES,2022-11-29,0.0,Hurto,Hurto automotor,NO,NO,SAAVEDRA,12.0,-34.542918,-58.475181,1
63443,2022,SEPTIEMBRE,MIERCOLES,2022-09-14,6.0,Robo,Robo total,NO,NO,FLORES,7.0,-34.628672,-58.457089,1
64691,2022,MARZO,MARTES,2022-03-15,10.0,Robo,Robo total,NO,NO,SAN TELMO,1.0,-34.625274,-58.369732,1
952415,2022,MAYO,MARTES,2022-05-17,20.0,Lesiones,Lesiones Dolosas,NO,NO,CONSTITUCION,1.0,-34.627061,-58.385736,1
1013085,2022,SEPTIEMBRE,LUNES,2022-09-19,19.0,Lesiones,Lesiones Dolosas,NO,NO,PALERMO,14.0,-34.570454,-58.425221,1
41468,2022,FEBRERO,MARTES,2022-02-15,12.0,Robo,Robo total,NO,NO,ALMAGRO,5.0,-34.615353,-58.425994,1
91696,2022,ENERO,MARTES,2022-01-11,16.0,Robo,Robo total,NO,NO,BALVANERA,3.0,-34.606648,-58.40893,1
68920,2022,ENERO,JUEVES,2022-01-06,9.0,Robo,Robo total,NO,NO,SAN CRISTOBAL,3.0,-34.623767,-58.402183,1
